    No.  A,     A(x),     A(y),     A(z),     No. B,     B(x),     B(y),     B(z),     No. M,     M(x),     M(y),    M(z),     No. N,     N(x),     N(y),    N(z),    current,voltage,App.ch1,App.ch2,App.ch3,App.ch4,App.ch5,App.ch6,App.ch7,App.ch8,App.ch9,App.ch10
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,58,0.14,-0.1625,0.01,59,0.14,-0.0975,0.01,200,11.757,0.21145,0.14468,0.14468,0.14468,0.094596,0.094596,0.11129,0.077902,0.077902,0.061209
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,58,0.14,-0.1625,0.01,60,0.14,-0.0325,0.01,200,16.966,0.2116,0.20003,0.17689,0.14219,0.11905,0.10749,0.13062,0.095918,0.095918,0.095918
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,58,0.14,-0.1625,0.01,61,0.14,0.0325,0.01,200,20.893,0.22858,0.2098,0.15343,0.16283,0.13464,0.13464,0.11586,0.12525,0.097069,0.10646
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,58,0.14,-0.1625,0.01,62,0.14,0.0975,0.01,200,26.146,0.23333,0.18829,0.16577,0.15826,0.13574,0.12824,0.11322,0.10572,0.10572,0.10572
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,58,0.14,-0.1625,0.01,63,0.14,0.1625,0.01,200,38.076,0.22637,0.19028,0.14905,0.14905,0.12843,0.12843,0.10781,0.10781,0.097504,0.087196
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,59,0.14,-0.0975,0.01,60,0.14,-0.0325,0.01,200,5.2355,0.27551,0.23245,0.20438,0.18285,0.16413,0.1501,0.13793,0.12857,0.12015,0.11266
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,59,0.14,-0.0975,0.01,61,0.14,0.0325,0.01,200,9.136,0.30075,0.25779,0.19334,0.17186,0.21482,0.10741,0.17186,0.12889,0.17186,0.12889
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,59,0.14,-0.0975,0.01,62,0.14,0.0975,0.01,200,14.377,0.25709,0.24344,0.17518,0.17518,0.16153,0.14788,0.14788,0.14788,0.10693,0.10693
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,59,0.14,-0.0975,0.01,63,0.14,0.1625,0.01,200,26.307,0.23874,0.20143,0.16413,0.15667,0.14921,0.12683,0.11937,0.11191,0.11191,0.089526
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,60,0.14,-0.0325,0.01,61,0.14,0.0325,0.01,200,3.9587,0.3293,0.28474,0.25379,0.2278,0.208,0.18819,0.17581,0.16467,0.15106,0.14858
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,60,0.14,-0.0325,0.01,62,0.14,0.0975,0.01,200,9.1728,0.26656,0.20237,0.22377,0.18097,0.15958,0.13818,0.18097,0.11679,0.18097,0.09539
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,60,0.14,-0.0325,0.01,63,0.14,0.1625,0.01,200,21.112,0.22001,0.20141,0.16423,0.15493,0.13634,0.13634,0.12704,0.099157,0.10845,0.089861
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,61,0.14,0.0325,0.01,62,0.14,0.0975,0.01,200,5.2717,0.16727,0.14124,0.12637,0.11522,0.10592,0.10035,0.09291,0.089192,0.087333,0.083615
57,0.14,-0.2275,0.01,64,0.14,0.2275,0.01,61,0.14,0.0325,0.01,63,0.14,0.1625,0.01,200,17.176,0.18759,0.18759,0.14188,0.14188,0.1076,0.1076,0.1076,0.096173,0.096173,0.061894
